title,tvmaze_id,genres,summary,runtime,average_runtime,premiered,language,status,network_country,rating_avg,rating_count,popularity,show_type,cast,characters,crew,episode_count,my_rating,watch_count,year_watched,tmdb_id,overview,tagline,poster_path,backdrop_path,vote_average,vote_count,first_air_date,last_air_date,number_of_seasons,number_of_episodes,processing_status
Star Wars: Visions,52340,Action|Anime|Science-Fiction,This anthology of animated shorts from around the world celebrates the mythos of Star Wars through unique cultural lenses.,,16,44461,English,Running,Japan,7.6,,99,Animation,Neil Patrick Harris|Lucy Liu|Joseph Gordon-Levitt|Alison Brie|Hiroyuki Yoshino|Masako Katsuki|Seiran Kobayashi|Tsutomu Isobe,Ronin|F|Lop|Ocho|Dan G'vash|Kara|Juro|T0-B1|Ethan|Haru,Dave Filoni|George Lucas|Peter Lord|Sean Clarke|Mark Burton|Yoo Jae Myung|Jason Tammemägi|Jacqui Lopez|Tomm Moore|Justin Leach|Lee Seung Wook|Nora Twomey|Daniel Snaddon|James Waugh|Sarah Cox|Milind D. Shinde|Milind D. Shinde|Siddhie Mhambre|Gabriel Osorio|Park Hyeong Geun|Julien Chheng|Josh Rimes|Kanako Shirasaki|Damien De Froberville|Cecile Hokes|Flannery Huntley|Sumit Verma|Dan Levy|Gerry Shirren|Katja Schumann|Pato Escala|Pato Escala|María Elisa Soto-Aguilar|Antonio Herrera|Ignacio Cavieres Maragaño|Francesca Chávez Castillo|Danny Gallagher|Helen Argo|Kerry Lock|Oussama Bouacheria|Ulysse Malassagne|Erika Forzy|Chorok Mouaddib|Choi Go Un|Aby John|Rakesh S. Patil|Priyank Raj|Arthell Isom|Dianne Makings|Mike Buckland|Anthony Silverston|Tim Argall|Kaya Kuhn,27,4,1,2021,114478,This anthology of animated shorts from around the world celebrates the mythos of Star Wars through unique cultural lenses.,7 visionary anime studios. 9 original short stories from across the galaxy.,https://image.tmdb.org/t/p/w500/lG9ltUP4FwvsQBcwOJYceDbP48E.jpg,https://image.tmdb.org/t/p/w500/m2QTmJhe36uKrkQjC1MsNV7Dcqp.jpg,7.1,444,2021-09-22,2025-10-29,3,27,COMPLETE
True Detective,5,Drama|Crime|Thriller,"An American anthology police detective series utilizing multiple timelines in which investigations seem to unearth personal and professional secrets of those involved, both within or outside the law.",60,63,41651,English,Running,United States,8.1,,100,Scripted,Michelle Monaghan|Michael Potts|Tory Kittles|Colin Farrell|Vince Vaughn|Matthew McConaughey|Woody Harrelson|Taylor Kitsch|Rachel McAdams|Kelly Reilly|Mahershala Ali|Carmen Ejogo|Stephen Dorff|Scoot McNairy|Ray Fisher|Jodie Foster|Kali Reis|Finn Bennett|Isabella LaBlanc|John Hawkes|Fiona Shaw|Christopher Eccleston,Maggie Hart|Det. Maynard Gilbough|Det. Thomas Papania|Det. Ray Velcoro|Frank Semyon|Det. Rustin Cohle|Det. Martin Hart|Paul Woodrugh|Ani Bezzerides|Jordan Semyon|Det. Wayne Hays|Amelia Reardon|Det. Roland West|Tom Purcell|Henry Hays|Det. Liz Danvers|Det. Evangeline Navarro|Peter Prior|Leah Danvers|Hank Prior|Rose Aguineau|Ted Connelly,Matthew McConaughey|Woody Harrelson|Nic Pizzolatto|Nic Pizzolatto|Cary Joji Fukunaga|Richard Brown|Steve Golin|Scott Stephens|Lee Caplin|Jessica Levin|Mick Aniceto|Daniel Sackheim|Lori Slomka|Fernand Bos|Greg Orloff|Alexa L. Fogel|Carol Cuddy|Carol Cuddy|Victoria Thomas|Mandell Winter|Leo Trombetta|Alex DiGerlando|Meagan Lewis|Jim Black|Alex Hall|T Bone Burnett|Nigel Bluck|Shari Johanson|Bard Dorros|Mara LePere-Schloop|Peter Feldman|Peter Feldman|Jon Mallard|Jenny Eagan|Jeremy Saulnier|James Roque|Emma Potter|Ryan Warren Smith|Germain McMicking|S.A. Stephens|Tristan Mathews|Derek DiBiagio|Jason Wormer|Zachary Dawes|Tateum Kohut|Tim Beach|Felicity Bowring|Eliza Paley|Aaron Raff|Adam Arkapaw|Anne Morgan|John Bair|Leslie Shatz,30,4,1,2021,46648,"An American anthology police detective series utilizing multiple timelines in which investigations seem to unearth personal and professional secrets of those involved, both within or outside the law.",The truth lies in the dark.,https://image.tmdb.org/t/p/w500/cuV2O5ZyDLHSOWzg3nLVljp1ubw.jpg,https://image.tmdb.org/t/p/w500/bPLRjO2pcBx0WL73WUPzuNzQ3YN.jpg,8.282,3876,2014-01-12,2024-02-18,4,30,COMPLETE
Squid Game,43687,Drama|Thriller|Mystery,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.",,58,44456,Korean,Running,United States,8.1,,100,Scripted,Lee Jung-jae|Wi Ha Joon|Park Hae Soo|Jung Ho Yun|Lee Byung Hun|Heo Sung Tae|Oh Young Soo|Anupam Tripathi|Kim Joo Ryung|Yoo Sung Joo|Lee Yoo Mi|Jo Yu Ri|Lee Seo Hwan|Im Si Wan|Lee Jin Wook|Chae Gook Hee|Park Sung Hoon|Kang Ha Neul|Park Kyu Young|Yang Dong Geun|Kang Ae Shim|T.O.P|Won Ji An|Roh Jae Won|David Lee,Sung Gi Hun|Hwang Joon Ho|Jo Sang Woo|Kang Sae Byuk|Front Man|Jang Duk Soo|Oh Il Nam|Ali Abdul|Han Mi Nyeo|Byeong Ki|Ji Yeong|Kim Jun Hee|Park Jung Bae|Lee Myung Gi|Kyung Suk|Seon Nyeo|Jo Hyun Joo|Kang Dae Ho|Kang No Eul|Park Yong Shik|Jang Geum Ja|Choi Soo Bong|Se Mi|Nam Gyu|Min Soo,Hwang Dong Hyuk,22,4,1,2021,93405,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.",The final games begin.,https://image.tmdb.org/t/p/w500/1QdXdRYfktUSONkl1oD5gc6Be0s.jpg,https://image.tmdb.org/t/p/w500/2meX1nMdScFOoV4370rqHWKmXhY.jpg,7.859,17004,2021-09-17,2025-06-27,3,22,COMPLETE
Only Murders in the Building,48830,Comedy|Crime|Mystery,Three strangers share an obsession with true crime and suddenly find themselves wrapped up in one.,,35,44439,English,Running,United States,6.8,,99,Scripted,Steve Martin|Martin Short|Selena Gomez|Michael Cyril Creighton|Amy Ryan|Adina Verson|Aaron Dominguez|Cara Delevingne,Charles-Haden Savage|Oliver Putnam|Mabel Mora|Howard Morris|Jan Bellows|Poppy White|Oscar Torres|Alice Banks,Jamie Babbit|J.J. Philbin|Kim Rosenstock|Elaine Ko|Kirker Butler|Kristin Bernstein|Kristin Bernstein|Martin Short|John Hoffman|John Hoffman|Matteo Borghese|Matteo Borghese|Rob Turbovsky|Rob Turbovsky|Kristin Newman|Jill Risk|Dan Fogelman|Nick Pavonetti|Matthew Barbato|Selena Gomez|Steve Martin|Steve Martin|Mathew Waters|Mathew Waters|Ben Smith|Ben Smith|Jane Raab|Jane Raab|Curt Beech|Valentina Garza|Jess Rosenthal|Penny Harold|Bernard Telsey|Sas Goldberg|Siddhartha Khosla|Tiffany Little Canfield|Andrew Garrett Lange|Bruce Gilbert|Micha Liberman|David Bertman|Peggy Tachdjian|Angela Quiles|Brad Robinson|Tess Morris|Chris Teague|Lauren Marie Mikus|Thembi Banks|Joshua Allen Griffith|Joshua Allen Griffith|Michelle Regina Iacobelli|Shelly Westerman|Shelly Westerman|Joanne Yarrow|Dana Covarrubias|Jake Schnesel|Patrick Howe|Madeleine George|Madeleine George|Madeleine George|Stephen Markley|Ben Philippe|Ben Philippe|Ben Philippe|Julie Monroe|Jerry DeCarlo|Jackie Risotto|Cedric Vara|Elizabeth Gallagher|Lindsey Alvarez|Rachel Burger|Arielle Toelke|Danika Benton Wikke|Noah Levine|Tim Barker|Tim Barker|Destiny Lilly|Chris George|Anne Marie Dentici|Betsy Reyes|Dagmar Weaver-Madsen|Benj Pasek|Justin Paul|Kyle Wullschleger|Jameson Eaton,40,1,0,2021,107113,Three strangers share an obsession with true crime and suddenly find themselves wrapped up in one.,The building always wins.,https://image.tmdb.org/t/p/w500/1yjFVQZuW8aofZ5Cgol8iImsVFp.jpg,https://image.tmdb.org/t/p/w500/WCnEPf4ZNPjszndmrFlDxZ5Uvd.jpg,8.498,2074,2021-08-31,2025-10-28,5,50,COMPLETE
Seinfeld,530,Comedy,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,30,30,32694,English,Ended,United States,8.2,,98,Scripted,Jerry Seinfeld|Jason Alexander|Michael Richards|Julia Louis-Dreyfus|Lee Garlington,Jerry Seinfeld|George Costanza|Cosmo Kramer|Elaine Benes|Claire,Alec Berg|Alec Berg|Alec Berg|Joan Van Horn|Carol Leifer|Carol Leifer|Carol Leifer|Tim Kaiser|Tim Kaiser|Andy Ackerman|Suzy Mamann Greenberg|Suzy Mamann Greenberg|Morgan Sackett|Max Pross|Max Pross|Max Pross|Tom Gammill|Tom Gammill|Tom Gammill|Jeff Schaffer|Jeff Schaffer|Jeff Schaffer|David Mandel|David Mandel|David Mandel|David Mandel|Jerry Seinfeld|Jerry Seinfeld|Jerry Seinfeld|Howard West|George Shapiro|Andrew Scheinman|Fred Barron|Andy Robin|Andy Robin|Andy Robin|Andy Robin|Peter Mehlman|Peter Mehlman|Peter Mehlman|Peter Mehlman|Peter Mehlman|Gregg Kavet|Gregg Kavet|Gregg Kavet|Gregg Kavet|Spike Feresten|Spike Feresten|Tom Cherones|Tom Cherones|Larry Charles|Larry Charles|Elaine Pope|Steve Koren|Steve Koren|Jennifer Crittenden|Jennifer Crittenden|Rick Corcoran|Larry David|Larry David|Larry David|Larry David|Dan O'Keefe|Dan O'Keefe|Kathy Oldham|Charlie McDaniel|Nancy Sprow|Jan Siegelman|Gary Gilbert|Bruce Kirschbaum|Marjorie Gross,180,4.5,2,2021,1400,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,A show about nothing.,https://image.tmdb.org/t/p/w500/aCw8ONfyz3AhngVQa1E2Ss4KSUQ.jpg,https://image.tmdb.org/t/p/w500/tMRdEsMg9MyXAkcufK9YJEeIaNW.jpg,8.251,2225,1989-07-05,1998-05-14,9,180,COMPLETE
Dhindora,70529,Comedy|Drama,"The story revolves around Bhuvan and his family's everyday lives, when an unexpected purchase leads to a series of events and depicts every common man's larger than life dreams.",,18,44483,Hindi,Ended,India,8.8,,33,Scripted,Bhuvan Bam|Gayatri Bhardwaj|Badri Prasad Dwivedi|Arun Kushwah|Rajesh Tailang|Anup Soni|Isha Talwar,Bhuvan|Jaggi|Babli Sir|Titu Mama|Mangu|Sameer Fuddi|Mrs. Fuddi|Dr. Sehgal|Janki,Bhuvan Bam|Himank Gaur|Rohit Raj|Rohit Raj,8,2.5,1,2021,275204,"The story revolves around Bhuvan and his family's everyday lives, when an unexpected purchase leads to a series of events and depicts every common man's larger than life dreams.",,https://image.tmdb.org/t/p/w500/cVaqEhiRPtnWzZVNZu9iaJHsoVE.jpg,https://image.tmdb.org/t/p/w500/2QsmesFzm5WaP70pRmCbVBzvXDA.jpg,7.182,11,2021-10-14,2021-12-02,1,8,COMPLETE
Hawkeye,43102,Drama|Action|Adventure,"Former Avenger Clint Barton has a seemingly simple mission: get back to his family for Christmas. Possible? Maybe with the help of Kate Bishop, a 22-year-old archer with dreams of becoming a superhero. The two are forced to work together when a presence from Barton’s past threatens to derail far more than the festive spirit.",,48,44524,English,Ended,United States,7.8,,96,Scripted,Jeremy Renner|Hailee Steinfeld|Fra Fee|Tony Dalton|Alaqua Cox|Aleks Paunovic|Piotr Adamczyk|Florence Pugh|Vincent D'Onofrio|Brian d'Arcy James|Zahn McClarnon,Clint Barton / Hawkeye|Kate Bishop|Kazi Kazimierczak|Jack Duquesne|Maya Lopez|Ivan Banionis|Tomas Delgado|Yelena Belova|Kingpin|Derek Bishop|William Lopez,Andrew Guest|Jonathan Igla|Jonathan Igla|Louis D'Esposito|Kevin Feige|Paul Jennings|Jennifer Kaytin Robinson|Eric Steelberg|Brian Gatewood|Alessandro Tanaka|Tara Feldstein Bennett|Chase Paris|Christophe Beck|Tanner Bean|Katrina Mathewson|Elisa Climent|Rhys Thomas|Tom Myers|Sarah Halley Finn|Sarah Halley Finn|Michael Paraskevas|Matt Fraction|Justine von Winterfeldt|Victoria Alonso|Trevor Waterson|Dave Jordan|Danielle Dupre|Brad Winderbaum|Michael Crow|Jason B. Stamey|Douglas Plasse|Tom Brewster|Nadia Paine|David Masure-Bosco|Greg Steele|Leeann Stonebreaker|Leeann Stonebreaker|Michael J. Moore|Terel Gibson|Maya Shimoguchi|Trinh Tran|Jenna Noel Frazier|Brian Chumney|Jon Borland|Jules Holdren|Dennis Liddiard,6,3,1,2021,88329,"Former Avenger Clint Barton has a seemingly simple mission: get back to his family for Christmas. Possible? Maybe with the help of Kate Bishop, a 22-year-old archer with dreams of becoming a superhero. The two are forced to work together when a presence from Barton’s past threatens to derail far more than the festive spirit.","This holiday season, the best gifts come with a bow.",https://image.tmdb.org/t/p/w500/ct5pNE5dDHryHLDnxyZPYcqO1sz.jpg,https://image.tmdb.org/t/p/w500/1R68vl3d5s86JsS2NPjl8UoMqIS.jpg,7.8,3594,2021-11-24,2021-12-22,1,6,COMPLETE
Cowboy Bebop,1121,Action|Adventure|Anime|Science-Fiction,"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters, also referred to as ""Cowboys"", chase criminals and bring them in alive in return for a reward.",30,30,36092,Japanese,Ended,Japan,8.5,,95,Animation,Kouichi Yamadera|Unshō Ishizuka|Megumi Hayashibara|Aoi Tada,Spike Spiegel|Jet Black|Faye Valentine|Edward Wong Hau Pepelu Tivrusky IV,,26,5,1,2021,30991,"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters, also referred to as ""Cowboys"", chase criminals and bring them in alive in return for a reward.",See you space cowboy...,https://image.tmdb.org/t/p/w500/xDiXDfZwC6XYC6fxHI1jl3A3Ill.jpg,https://image.tmdb.org/t/p/w500/A4PHx94G7mvM3b8vsDJ5HEaQ6uv.jpg,8.513,1815,1998-04-03,1999-04-24,1,26,COMPLETE
The Book of Boba Fett,52523,Action|Adventure|Science-Fiction,Legendary bounty hunter Boba Fett and mercenary Fennec Shand must navigate the galaxy’s underworld when they return to the sands of Tatooine to stake their claim on the territory once ruled by Jabba the Hutt and his crime syndicate.,,48,44559,English,Ended,United States,7.6,,98,Scripted,Ming-Na Wen|Temuera Morrison|Pedro Pascal,Fennec Shand|Boba Fett|Mandalorian,Robert Rodriguez|Dave Filoni|Kathleen Kennedy|Eyad Elbitar|Jon Favreau|Jon Favreau|Trevor Morgan|Carrie Beck|Jeff Seibenick|Kelli Barksdale|David Klein|Ludwig Göransson|Colin Wilson|Colin Wilson|Joseph Shirley|Karen Gilchrist|Sarah Halley Finn|Finnegan Felipe Garay|Kim Richards|Andrew L. Jones|Richard Bluff|John Bartnicki|Doug Chiang|Dean Cundey|Brian Sipe|Shawna Trpcic|John Hampian|Ming Qiu|Kirisa Gavrin|Abbigail Keller|Maria Sandoval|Brian Bettwy|David Vincent Rimer|J.J. Dashnaw|J.J. Dashnaw,7,2,1,2021,115036,Legendary bounty hunter Boba Fett and mercenary Fennec Shand must navigate the galaxy’s underworld when they return to the sands of Tatooine to stake their claim on the territory once ruled by Jabba the Hutt and his crime syndicate.,Every galaxy has an underworld.,https://image.tmdb.org/t/p/w500/gNbdjDi1HamTCrfvM9JeA94bNi2.jpg,https://image.tmdb.org/t/p/w500/oMWnpUUCeIqvTdP3IYZ0JnPdrmU.jpg,7.513,2851,2021-12-29,2022-02-09,1,7,COMPLETE
One-Punch Man,4201,Comedy|Action|Anime,"The most powerful superhero in the world can kill anyone with one blow. But nothing can challenge him, so he struggles with ennui and depression.",25,25,42283,Japanese,Running,Japan,8.3,,95,Animation,Makoto Furukawa|Kaito Ishikawa,Saitama|Genos,Tomohiro Suzuki|Chikashi Kubota|Yoshikazu Iwanami|Shingo Natsume|Chikara Sakurai|Madhouse|J.C.Staff,24,3,1,2022,63926,"The most powerful superhero in the world can kill anyone with one blow. But nothing can challenge him, so he struggles with ennui and depression.",All it takes is one punch.,https://image.tmdb.org/t/p/w500/dT10AxJIXVvRwFAew4tt2RhzJrD.jpg,https://image.tmdb.org/t/p/w500/s0w8JbuNNxL1YgaHeDWih12C3jG.jpg,8.389,3948,2015-10-05,2025-12-28,3,37,COMPLETE
The Way of the Househusband,53872,Comedy|Action|Anime,"After disappearing from the underworld, the legendary yakuza known as the ""Immortal Dragon"" resurfaces — as a fiercely devoted stay-at-home husband.",,18,44294,Japanese,To Be Determined,Japan,8.2,,85,Animation,Kenjiro Tsuda,Tatsu,Chiaki Kon|Susumu Yamakawa|Tsutomu Mimura|J.C.Staff,15,3,1,2022,112160,"After disappearing from the underworld, the legendary yakuza known as the ""Immortal Dragon"" resurfaces — as a fiercely devoted stay-at-home husband.",,https://image.tmdb.org/t/p/w500/p63rAZt0s8kedJtdxGwD5VYZafc.jpg,https://image.tmdb.org/t/p/w500/iJS2mYxRwdQVcBt8VQa5zo2T6EN.jpg,8.375,476,2021-04-08,2023-01-01,2,15,COMPLETE
Attack on Titan,919,Anime|Fantasy|Horror,"100 years ago, the last remnants of humanity were forced to retreat behind the towering walls of a fortified city to escape the massive, man-eating Titans that roamed the land outside their fortress. Only the members of the Scouting Legion dared to stray beyond the safety of the walls – but even those brave warriors seldom returned alive. Those within the city clung to the illusion of a peaceful existence until the day that dream was shattered, and their slim chance at survival was reduced to one horrifying choice: kill – or be devoured!",25,25,41371,Japanese,Ended,Japan,8.9,,97,Animation,Yui Ishikawa|Yûki Kaji|Marina Inoue,Mikasa Ackerman|Eren Jaeger|Armin Arlert,Hajime Isayama|Tetsur? Araki|Masashi Koizuka|Yuichiro Hayashi|Yasuko Kobayashi|Hiroshi Seko|Hiroyuki Sawano|WIT Studio|MAPPA,87,5,2,2022,1429,"100 years ago, the last remnants of humanity were forced to retreat behind the towering walls of a fortified city to escape the massive, man-eating Titans that roamed the land outside their fortress. Only the members of the Scouting Legion dared to stray beyond the safety of the walls – but even those brave warriors seldom returned alive. Those within the city clung to the illusion of a peaceful existence until the day that dream was shattered, and their slim chance at survival was reduced to one horrifying choice: kill – or be devoured!","Home was a pen. Humanity, cattle.",https://image.tmdb.org/t/p/w500/hTP1DtLGFamjfu8WqjnuQdP1n4i.jpg,https://image.tmdb.org/t/p/w500/rqbCbjB19amtOtFQbb3K2lgm2zv.jpg,8.7,7140,2013-04-07,2022-04-04,4,87,COMPLETE
Peacemaker,50603,Comedy|Action|Science-Fiction,"The continuing story of Peacemaker, a vainglorious superhero/supervillain who believes in peace at any cost — no matter how many people he has to kill. After a miraculous recovery from his duel with Bloodsport, Peacemaker soon discovers that his freedom comes at a price.",,43,44574,English,Running,United States,7.8,,100,Scripted,John Cena|Steve Agee|Freddie Stroma|Jennifer Holland|Danielle Brooks|Robert Patrick|Chukwudi Iwuji,Christopher Smith / Peacemaker|John Economos|The Vigilante / Adrian Chase|Emilia Harcourt|Leota Adebayo|Auggie Smith|Clemson Murn,Stacy A. Littlejohn|James Gunn|James Gunn|John Cena|John Papsidera|Joe Barnett|Kevin Kiner|Matt Miller|John Rickard|Evyen Klean|Maureen Webb|Colleen Bolton|Michael Bonvillain|Adam Jenkins|Shay Cunliffe|Clint Mansell|Kim Winther|Betsy Paterson|Lisa Soper|Vicki Wagner|Peter Safran|Fred Raskin|Fred Raskin|Lars Winther|Lars Winther|John H. Starke|John H. Starke|Simon Hatt|Bryan H. Carroll|J. Michael Williams|Gurjit Singh Chohan|Daniel Redenbach|Jessica Smith|Ian Broucek|Michael Bauer|Peter Brown|Connie Parker|Richard Kohlen|Jessica Rain,9,4,1,2022,110492,"The continuing story of Peacemaker, a vainglorious superhero/supervillain who believes in peace at any cost — no matter how many people he has to kill. After a miraculous recovery from his duel with Bloodsport, Peacemaker soon discovers that his freedom comes at a price.",Give peace a f#cking chance.,https://image.tmdb.org/t/p/w500/eYzbGcYnOUlvj2fa76pTgIXogd7.jpg,https://image.tmdb.org/t/p/w500/aJcUU3LMlqMKBi8L3eaxGfAbd4G.jpg,8.211,3221,2022-01-13,2025-10-09,2,16,COMPLETE
Ansatsu Kyoushitsu,4907,Comedy|Anime|Horror,"The students of Class 3-E have a mission: kill their teacher before graduation. He has already destroyed the moon, and has promised to destroy the Earth if he can not be killed within a year. But how can this class of misfits kill a tentacled monster, capable of reaching Mach 20 speed, who may be the best teacher any of them have ever had?",25,25,41553,Japanese,Ended,Japan,7.6,,48,Animation,Takahiro Mizushima|Miho Hino|Mai Fuchigami|Teppei Akahira|Saki Fujita|Kouki Harasawa|Kaito Ishikawa|Shizuka Itou|Hisako Kanemoto|Shunsuke Kawabe|Shiho Kawaragi|Subaru Kimura|Chie Matsuura|Eiji Miyashita|Katsuki Murase|Manami Numakura|Fuko Saito|Satomi Sato|Takuya Satō|Ayaka Suwa|Aya Suzaki|Shun Takagi|Ryota Takeuchi|Minami Tanaka|Masahito Yabe|Sayuri Yahagi|Kanehira Yamamoto|Yoshitaka Yamaya|Kana Ueda|Shinya Takahashi|Hiroki Gotou|Sho Hayami|Anri Katsu|Takehito Koyasu|Taiten Kusunoki|Junji Majima|Kurumi Mamiya|Kenta Miyake|Mamoru Miyano|Ayumu Murase|Ryo Naitou|Megumi Ogata|Ryōta Ōsaka|Tomokazu Sugita|Shintaro Asanuma|Nobuhiko Okamoto|Jun Fukuyama,Koutarou Takebayashi|Sumire Hara|Nagisa Shiota|Natsuhiko Koyama|Jiritsu Shikou Kotei Houdai|Takuya Muramatsu|Ren Sakakibara|Jelavic Irina|Hinano Kurahashi|Masayoshi Kimura|Rinka Hayami|Ryouma Terasaka|Megu Kataoka|Sousuke Sugaya|Grip|Rio Nakamura|Kirara Hazama|Yukiko Kanzaki|Kazutaka Shindou|Touka Yada|Kaede Kayano|Tomoya Seo|Shiro|Hinata Okano|Chousuke Takada|Manami Okuda|Oono|Tomohito Sugino|Yuzuki Fuwa|Kouki Mimura|Nobuta Tanaka|Gakuhou Asano|Teppei Araki|Gastro|Red Eye|Ryuunosuke Chiba|Kunudon|Akira Takaoka|Gakushuu Asano|Yuuji Norita|Taiga Okajima|Itona Horibe|Yuuma Isogai|Tadaomi Karasuma|Hiroto Maehara|Karma Akabane|Koro-sensei,,47,4,1,2022,62110,"The students of Class 3-E have a mission: kill their teacher before graduation. He has already destroyed the moon, and has promised to destroy the Earth if he can not be killed within a year. But how can this class of misfits kill a tentacled monster, capable of reaching Mach 20 speed, who may be the best teacher any of them have ever had?",,https://image.tmdb.org/t/p/w500/qf0l0nQ2t06Es3cSXflqx6l6vsJ.jpg,https://image.tmdb.org/t/p/w500/zkc2FkVymJDNXisS1mgpr8Ip2J.jpg,8.399,1166,2015-01-10,2016-07-01,2,47,COMPLETE
